,filename,width,height,class,xmin,ymin,xmax,ymax
99,family mart_35.6072304_139.7313897_180.png,640,640,family_mart,527,183,578,229
100,lawson_35.6623114_139.6968323_0.png,640,640,lawson,67,394,106,543
101,lawson_35.6623114_139.6968323_0.png,640,640,lawson,47,347,283,397
102,lawson_35.6623114_139.6968323_0.png,640,640,lawson,1,403,49,566
103,lawson_35.6623114_139.6968323_0.png,640,640,lawson,259,377,273,399
104,family mart_35.5732512_139.668082_120.png,640,640,family_mart,271,281,395,331
105,family mart_35.5732512_139.668082_120.png,640,640,family_mart,279,206,301,245
106,7-eleven_35.6531123_139.7358701_300.png,640,640,7_eleven,283,217,639,326
107,lawson_35.744331_139.925114_180.png,640,640,lawson,159,300,339,324
108,lawson_35.6836827_139.6073983_60.png,640,640,lawson,326,197,639,322
109,family mart_35.47403970000001_139.62887690000002_0.png,640,640,family_mart,235,293,249,319
110,family mart_35.47403970000001_139.62887690000002_0.png,640,640,family_mart,333,252,638,314
111,lawson_35.6955945_139.7033555_180.png,640,640,lawson,101,223,556,312
112,lawson_35.6955945_139.7033555_180.png,640,640,lawson,51,245,101,295
113,family mart_35.4376399_139.6426039_180.png,640,640,family_mart,1,164,437,285
114,family mart_35.4376399_139.6426039_180.png,640,640,family_mart,158,212,325,271
115,family mart_35.4376399_139.6426039_180.png,640,640,family_mart,187,320,222,467
116,family mart_35.4376399_139.6426039_180.png,640,640,family_mart,409,1,478,158
117,lawson_35.6670706_139.6018398_60.png,640,640,lawson,445,288,640,325
118,lawson_35.799753_139.913654_0.png,640,640,lawson,390,243,637,305
119,family mart_35.7063314_139.7697678_300.png,640,640,family_mart,1,265,223,307
120,family mart_35.7063314_139.7697678_300.png,640,640,family_mart,151,284,213,302
121,lawson_35.581439_139.639956_120.png,640,640,lawson,449,248,639,319
122,family mart_35.733630700000006_139.85049469999998_240.png,640,640,family_mart,413,250,639,327
123,family mart_35.694771100000004_139.7635956_60.png,640,640,family_mart,297,220,638,309
124,family mart_35.694771100000004_139.7635956_60.png,640,640,family_mart,412,323,433,417
125,family mart_35.694771100000004_139.7635956_60.png,640,640,family_mart,299,133,320,186
126,family mart_35.694771100000004_139.7635956_60.png,640,640,family_mart,283,181,308,212
127,lawson_35.7050092_139.5615432_300.png,640,640,lawson,266,296,325,324
128,family mart_35.5963039_139.5188593_240.png,640,640,family_mart,1,253,229,309
129,family mart_35.5963039_139.5188593_240.png,640,640,family_mart,235,122,264,195
130,lawson_35.60549_139.66152_0.png,640,640,lawson,1,241,258,321
131,family mart_35.7110427_139.7969345_0.png,640,640,family_mart,1,119,240,304
132,family mart_35.7110427_139.7969345_0.png,640,640,family_mart,54,183,196,281
133,lawson_35.7288337_139.5514729_0.png,640,640,lawson,2,198,523,294
134,lawson_35.6963608_139.7554033_180.png,640,640,lawson,131,239,585,288
135,family mart_35.624742_139.6965084_60.png,640,640,family_mart,239,288,470,331
136,family mart_35.624742_139.6965084_60.png,640,640,family_mart,287,297,328,321
137,lawson_35.72346599999999_139.711974_180.png,640,640,lawson,146,110,244,214
138,lawson_35.72346599999999_139.711974_180.png,640,640,lawson,253,405,372,555
139,lawson_35.7042953_139.637067_60.png,640,640,lawson,328,238,359,279
140,lawson_35.7042953_139.637067_60.png,640,640,lawson,396,298,462,329
141,7-eleven_35.6492538_139.8011307_300.png,640,640,7_eleven,149,278,352,317
142,family mart_35.694386_139.7471753_0.png,640,640,family_mart,59,250,483,306
143,family mart_35.694386_139.7471753_0.png,640,640,family_mart,1,221,57,290
144,lawson_35.6074501_139.6692268_120.png,640,640,lawson,258,107,637,296
145,family mart_35.6110342_139.71142319999998_60.png,640,640,family_mart,348,191,637,307
146,7-eleven_35.604641_139.685802_60.png,640,640,7_eleven,1,252,280,326
147,7-eleven_35.604641_139.685802_60.png,640,640,7_eleven,286,216,308,250
148,family mart_35.5210393_139.5573158_180.png,640,640,family_mart,364,295,412,317
149,family mart_35.5210393_139.5573158_180.png,640,640,family_mart,383,280,397,300
150,family mart_35.5210393_139.5573158_180.png,640,640,family_mart,582,338,602,358
151,lawson_35.6723056_139.4779967_60.png,640,640,lawson,40,182,301,295
152,lawson_35.696086_139.992035_300.png,640,640,lawson,200,301,334,319
153,family mart_35.6888652_139.8344514_300.png,640,640,family_mart,3,108,277,271
154,family mart_35.6888652_139.8344514_300.png,640,640,family_mart,208,70,277,183
155,7-eleven_35.601498_139.585968_300.png,640,640,7_eleven,432,237,640,314
156,lawson_35.50704959999999_139.6141839_240.png,640,640,lawson,1,264,280,307
157,family mart_35.524648299999996_139.7510688_60.png,640,640,family_mart,89,233,108,260
158,lawson_35.7350099_139.7097055_300.png,640,640,family_mart,1,257,147,302
159,lawson_35.5251483_139.6943742_240.png,640,640,lawson,397,227,638,327
160,lawson_35.5251483_139.6943742_240.png,640,640,lawson,601,132,640,190
161,family mart_35.5963039_139.5188593_180.png,640,640,family_mart,243,284,446,321
162,family mart_35.5963039_139.5188593_180.png,640,640,family_mart,438,81,470,176
163,family mart_35.583248700000006_139.6731501_0.png,640,640,family_mart,232,300,393,334
164,family mart_35.583248700000006_139.6731501_0.png,640,640,family_mart,247,301,299,322
165,family mart_35.583248700000006_139.6731501_0.png,640,640,family_mart,330,200,350,236
166,lawson_35.6575142_139.6972602_60.png,640,640,lawson,1,258,214,329
167,lawson_35.6575142_139.6972602_60.png,640,640,lawson,218,301,237,324
168,family mart_35.576316999999996_139.73208219999998_300.png,640,640,family_mart,2,208,351,312
169,family mart_35.576316999999996_139.73208219999998_300.png,640,640,family_mart,146,255,257,298
170,family mart_35.576316999999996_139.73208219999998_300.png,640,640,family_mart,174,319,197,421
171,family mart_35.576316999999996_139.73208219999998_300.png,640,640,family_mart,396,264,431,305
172,lawson_35.7451717_139.7655436_60.png,640,640,lawson,1,153,362,321
173,lawson_35.702426_139.763371_120.png,640,640,lawson,326,292,488,312
174,lawson_35.6918431_139.7857781_0.png,640,640,lawson,18,244,305,313
175,lawson_35.722907_139.644069_300.png,640,640,lawson,1,196,338,322
176,lawson_35.7221201_139.6981625_300.png,640,640,lawson,330,260,639,325
177,family mart_35.688363200000005_139.70295869999998_240.png,640,640,family_mart,14,64,636,253
178,family mart_35.688363200000005_139.70295869999998_240.png,640,640,family_mart,67,162,280,234
179,family mart_35.688363200000005_139.70295869999998_240.png,640,640,family_mart,244,337,275,407
180,7-eleven_35.6083482_139.6707237_240.png,640,640,7_eleven,154,241,323,312
181,lawson_35.737012_139.902996_120.png,640,640,lawson,1,265,261,322
182,lawson_35.585846_139.705479_180.png,640,640,lawson,2,263,235,317
183,lawson_35.585846_139.705479_180.png,640,640,lawson,279,279,311,317
184,lawson_35.76409_139.804112_60.png,640,640,lawson,157,253,346,310
185,lawson_35.6973556_139.8764289_300.png,640,640,lawson,114,296,152,346
186,lawson_35.6973556_139.8764289_300.png,640,640,lawson,206,314,328,333
187,lawson_35.6973556_139.8764289_300.png,640,640,lawson,467,308,523,331
188,family mart_35.646634999999996_139.6712868_240.png,640,640,family_mart,432,134,494,186
189,family mart_35.646634999999996_139.6712868_240.png,640,640,family_mart,495,193,639,312
190,lawson_35.73141_139.727215_240.png,640,640,lawson,53,274,318,329
191,lawson_35.77194_139.645956_240.png,640,640,lawson,379,234,638,315
192,lawson_35.77194_139.645956_240.png,640,640,lawson,358,281,378,306
193,family mart_35.6961398_139.7513475_120.png,640,640,family_mart,140,276,307,322
194,family mart_35.6961398_139.7513475_120.png,640,640,family_mart,314,278,330,304
195,family mart_35.5536218_139.6461361_120.png,640,640,family_mart,1,267,191,324
196,family mart_35.5536218_139.6461361_120.png,640,640,family_mart,121,260,149,293
197,family mart_35.5536218_139.6461361_120.png,640,640,family_mart,16,285,95,314
198,family mart_35.5536218_139.6461361_120.png,640,640,family_mart,8,326,28,395
199,7-eleven_35.6012091_139.7396172_300.png,640,640,7_eleven,1,100,162,247
200,family mart_35.694654799999995_139.7371335_180.png,640,640,family_mart,327,153,639,297
201,family mart_35.694654799999995_139.7371335_180.png,640,640,family_mart,437,203,573,265
202,family mart_35.683251500000004_139.62570480000002_180.png,640,640,family_mart,347,177,639,316
203,family mart_35.683251500000004_139.62570480000002_180.png,640,640,family_mart,553,317,592,433
204,lawson_35.59622_139.736288_120.png,640,640,lawson,352,169,639,317
205,7-eleven_35.552945_139.5783911_120.png,640,640,7_eleven,1,255,229,317
206,lawson_35.538558_139.643928_60.png,640,640,lawson,383,226,636,327
207,lawson_35.6046152_139.6796839_0.png,640,640,lawson,1,203,227,314
208,lawson_35.6046152_139.6796839_0.png,640,640,lawson,196,203,235,252
209,lawson_35.7291557_139.9047558_240.png,640,640,lawson,135,215,453,319
210,lawson_35.7291557_139.9047558_240.png,640,640,lawson,106,115,135,231
211,family mart_35.6122429_139.6390759_60.png,640,640,family_mart,415,225,639,304
212,family mart_35.6122429_139.6390759_60.png,640,640,family_mart,433,332,468,381
213,lawson_35.6797008_139.6770609_0.png,640,640,lawson,323,140,638,315
214,lawson_35.6797008_139.6770609_0.png,640,640,lawson,318,335,337,357
215,lawson_35.6797008_139.6770609_0.png,640,640,lawson,287,228,306,256
216,family mart_35.5377206_139.7505623_180.png,640,640,family_mart,380,245,469,314
217,family mart_35.70059129999999_139.5465163_300.png,640,640,family_mart,2,182,277,320
218,family mart_35.70059129999999_139.5465163_300.png,640,640,family_mart,181,319,199,400
219,family mart_35.70059129999999_139.5465163_300.png,640,640,family_mart,192,276,239,305
220,lawson_35.7050092_139.5615432_240.png,640,640,lawson,497,271,638,319
221,lawson_35.51903_139.713771_0.png,640,640,lawson,540,294,638,329
222,lawson_35.735583_139.79698_240.png,640,640,lawson,240,298,378,327
223,family mart_35.5349909_139.69479040000002_300.png,640,640,family_mart,153,172,408,295
224,family mart_35.5501452_139.6460983_60.png,640,640,family_mart,329,308,389,331
225,lawson_35.7441787_139.8531649_300.png,640,640,lawson,332,256,640,288
226,lawson_35.638349_139.609923_300.png,640,640,lawson,1,265,578,300
227,lawson_35.638349_139.609923_300.png,640,640,lawson,20,303,47,384
228,lawson_35.638349_139.609923_300.png,640,640,lawson,185,308,218,349
229,family mart_35.43935760000001_139.5230195_300.png,640,640,family_mart,542,287,639,311
230,lawson_35.7040348_139.6135523_180.png,640,640,lawson,1,252,640,311
231,family mart_35.5243781_139.6706824_240.png,640,640,family_mart,113,285,280,317
232,family mart_35.5243781_139.6706824_240.png,640,640,family_mart,135,296,185,315
233,family mart_35.6304098_139.6405267_60.png,640,640,family_mart,486,284,638,333
234,family mart_35.6304098_139.6405267_60.png,640,640,family_mart,467,262,487,290
235,family mart_35.6066085_139.7089244_300.png,640,640,family_mart,1,90,85,166
236,family mart_35.6219134_139.7402596_60.png,640,640,family_mart,1,230,280,292
237,family mart_35.6219134_139.7402596_60.png,640,640,family_mart,45,246,170,281
238,lawson_35.7354175_139.628715_180.png,640,640,lawson,160,303,282,330
239,lawson_35.7354175_139.628715_180.png,640,640,lawson,1,266,49,321
240,family mart_35.65367579999999_139.54615259999997_180.png,640,640,family_mart,164,174,632,286
241,family mart_35.65367579999999_139.54615259999997_180.png,640,640,family_mart,97,1,208,148
242,family mart_35.65367579999999_139.54615259999997_180.png,640,640,family_mart,142,140,180,188
243,family mart_35.606919_139.6680649_180.png,640,640,family_mart,534,222,639,298
244,family mart_35.5478396_139.5908498_240.png,640,640,family_mart,2,286,87,317
245,family mart_35.5478396_139.5908498_240.png,640,640,family_mart,110,325,146,341
246,family mart_35.5478396_139.5908498_240.png,640,640,family_mart,423,321,442,343
247,family mart_35.5487635_139.65867749999998_120.png,640,640,family_mart,2,145,160,288
248,lawson_35.5259191_139.5156462_300.png,640,640,lawson,470,274,584,310
249,lawson_35.76936000000001_139.844856_240.png,640,640,lawson,376,181,638,312
250,family mart_35.57545770000001_139.55683390000002_60.png,640,640,family_mart,23,277,103,314
251,family mart_35.6029119_139.6650629_180.png,640,640,family_mart,527,334,575,355
252,family mart_35.56237309999999_139.7134486_60.png,640,640,family_mart,183,276,313,327
253,family mart_35.56237309999999_139.7134486_60.png,640,640,family_mart,244,302,286,320
254,lawson_35.705661_139.6559986_60.png,640,640,lawson,2,197,319,319
255,lawson_35.691196_140.022835_300.png,640,640,lawson,502,227,639,296
256,family mart_35.60412000000001_139.7034052_180.png,640,640,family_mart,295,240,638,303
257,family mart_35.60412000000001_139.7034052_180.png,640,640,family_mart,402,265,485,293
258,lawson_35.659661_139.863778_300.png,640,640,lawson,2,255,264,311
259,lawson_35.731405_139.821662_120.png,640,640,lawson,528,138,639,276
260,lawson_35.715454_139.694055_60.png,640,640,lawson,1,271,146,320
261,lawson_35.715454_139.694055_60.png,640,640,lawson,142,285,166,307
262,lawson_35.5251483_139.6943742_300.png,640,640,lawson,180,269,382,324
263,family mart_35.6509055_139.5441006_120.png,640,640,family_mart,458,244,582,298
264,family mart_35.6509055_139.5441006_120.png,640,640,family_mart,307,243,459,322
265,family mart_35.6509055_139.5441006_120.png,640,640,family_mart,522,270,571,298
266,family mart_35.615511100000006_139.71582130000002_120.png,640,640,family_mart,1,246,196,332
267,lawson_35.7623502_139.6736111_120.png,640,640,lawson,35,271,78,312
268,family mart_35.5405126_139.4468196_0.png,640,640,family_mart,245,274,273,302
269,lawson_35.5631959_139.7185341_120.png,640,640,lawson,2,251,354,322
270,lawson_35.5631959_139.7185341_120.png,640,640,lawson,352,140,387,203
271,lawson_35.553226_139.513642_300.png,640,640,lawson,420,282,639,327
272,lawson_35.553226_139.513642_300.png,640,640,lawson,282,316,296,331
273,lawson_35.730193_139.886202_60.png,640,640,lawson,1,194,466,307
274,family mart_35.6505485_139.6905144_240.png,640,640,family_mart,515,249,638,324
275,family mart_35.6505485_139.6905144_240.png,640,640,family_mart,546,283,601,320
276,family mart_35.60008870000001_139.5664967_0.png,640,640,family_mart,1,266,222,293
277,family mart_35.60008870000001_139.5664967_0.png,640,640,family_mart,215,271,261,310
278,family mart_35.654787799999994_139.7972039_180.png,640,640,family_mart,2,69,414,310
279,family mart_35.476745_139.6045613_0.png,640,640,family_mart,7,86,66,169
280,family mart_35.476745_139.6045613_0.png,640,640,family_mart,240,298,413,321
281,lawson_35.608405_139.726691_180.png,640,640,lawson,106,236,405,328
282,lawson_35.608405_139.726691_180.png,640,640,lawson,397,282,432,320
283,family mart_35.6122429_139.6390759_120.png,640,640,family_mart,202,272,408,307
284,family mart_35.6122429_139.6390759_120.png,640,640,family_mart,223,332,247,384
285,family mart_35.5739528_139.7086763_240.png,640,640,family_mart,186,152,223,198
286,7-eleven_35.649013_140.0428229_0.png,640,640,7_eleven,361,217,639,307
287,7-eleven_35.681749_139.7717356_60.png,640,640,7_eleven,369,203,639,303
288,7-eleven_35.7040431_139.6634282_0.png,640,640,7_eleven,1,227,513,283
289,family mart_35.6942924_139.526777_120.png,640,640,family_mart,364,235,620,322
290,family mart_35.6942924_139.526777_120.png,640,640,family_mart,421,284,475,313
291,lawson_35.77397310000001_139.5952813_240.png,640,640,lawson,118,317,145,348
292,lawson_35.77397310000001_139.5952813_240.png,640,640,lawson,157,284,259,314
293,lawson_35.77397310000001_139.5952813_240.png,640,640,lawson,387,264,413,297
294,family mart_35.519358399999994_140.07103830000003_60.png,640,640,family_mart,407,283,639,321
295,lawson_35.7291557_139.9047558_300.png,640,640,lawson,1,176,237,317
296,family mart_35.6704971_139.71349719999998_240.png,640,640,family_mart,1,174,479,267
297,family mart_35.6704971_139.71349719999998_240.png,640,640,family_mart,120,181,357,247
298,family mart_35.6704971_139.71349719999998_240.png,640,640,family_mart,180,390,239,410
299,family mart_35.6704971_139.71349719999998_240.png,640,640,family_mart,260,390,318,405
300,family mart_35.6715964_139.7031935_120.png,640,640,family_mart,29,318,211,344
301,lawson_35.741145_139.883256_300.png,640,640,lawson,1,176,259,300
302,lawson_35.7451717_139.7655436_120.png,640,640,lawson,1,240,116,317
303,family mart_35.6184334_139.55958569999999_60.png,640,640,family_mart,91,230,233,278
304,family mart_35.713392600000006_139.98850769999999_300.png,640,640,family_mart,430,162,638,301
305,family mart_35.713392600000006_139.98850769999999_300.png,640,640,family_mart,387,252,433,302
306,family mart_35.713392600000006_139.98850769999999_300.png,640,640,family_mart,516,317,552,421
307,lawson_35.7221201_139.6981625_60.png,640,640,lawson,2,250,130,310
308,lawson_35.6099548_139.7116093_240.png,640,640,lawson,137,260,433,317
309,lawson_35.6099548_139.7116093_240.png,640,640,lawson,125,369,156,402
310,family mart_35.5805229_139.7283637_0.png,640,640,family_mart,2,238,259,318
311,family mart_35.5805229_139.7283637_0.png,640,640,family_mart,170,153,192,191
312,lawson_35.5067639_139.5174667_300.png,640,640,lawson,171,294,378,320
313,lawson_35.5067639_139.5174667_300.png,640,640,lawson,37,322,71,347
314,lawson_35.511621_139.621345_180.png,640,640,lawson,1,267,214,316
315,lawson_35.5631959_139.7185341_0.png,640,640,lawson,404,243,639,328
316,lawson_35.5631959_139.7185341_0.png,640,640,lawson,448,334,469,363
317,lawson_35.732266_139.716415_180.png,640,640,lawson,1,231,285,301
318,lawson_35.732266_139.716415_180.png,640,640,lawson,77,372,113,416
319,family mart_35.503243100000006_139.76319880000003_300.png,640,640,family_mart,3,293,85,320
320,lawson_35.691223_139.670901_120.png,640,640,lawson,1,202,116,315
321,lawson_35.691223_139.670901_120.png,640,640,lawson,141,298,168,327
322,lawson_35.60593800000001_140.119361_120.png,640,640,lawson,1,292,273,336
323,lawson_35.60593800000001_140.119361_120.png,640,640,lawson,271,310,290,326
324,family mart_35.63223869999999_139.578324_120.png,640,640,family_mart,2,82,240,310
325,family mart_35.702577000000005_139.5443042_0.png,640,640,family_mart,411,166,639,303
326,family mart_35.702577000000005_139.5443042_0.png,640,640,family_mart,455,227,568,289
327,lawson_35.7121653_139.7043228_240.png,640,640,lawson,305,266,535,329
328,7-eleven_35.6026008_139.6288903_60.png,640,640,7_eleven,330,302,440,323
329,lawson_35.6980355_139.8240946_240.png,640,640,lawson,1,271,253,326
330,lawson_35.689017_139.812711_300.png,640,640,lawson,321,119,639,296
331,family mart_35.7061449_139.64765369999998_240.png,640,640,family_mart,2,166,436,319
332,family mart_35.7061449_139.64765369999998_240.png,640,640,family_mart,273,259,362,300
333,family mart_35.7061449_139.64765369999998_240.png,640,640,family_mart,363,130,405,203
334,family mart_35.683251500000004_139.62570480000002_240.png,640,640,family_mart,87,235,639,307
335,family mart_35.683251500000004_139.62570480000002_240.png,640,640,family_mart,251,270,340,296
336,family mart_35.683251500000004_139.62570480000002_240.png,640,640,family_mart,286,322,309,394
337,lawson_35.683471_139.741125_0.png,640,640,lawson,264,273,640,312
338,family mart_35.5342652_139.5462886_120.png,640,640,family_mart,1,240,189,300
339,family mart_35.5342652_139.5462886_120.png,640,640,family_mart,6,252,109,286
340,family mart_35.5342652_139.5462886_120.png,640,640,family_mart,250,198,301,295
341,family mart_35.5342652_139.5462886_120.png,640,640,family_mart,28,306,47,370
342,lawson_35.7031219_139.9878708_120.png,640,640,lawson,373,182,639,312
343,lawson_35.7071619_139.756056_240.png,640,640,lawson,302,290,372,321
344,lawson_35.7071619_139.756056_240.png,640,640,lawson,482,358,499,380
345,lawson_35.6676169_139.6504974_120.png,640,640,lawson,1,171,412,307
346,lawson_35.6676169_139.6504974_120.png,640,640,lawson,411,271,444,300
347,lawson_35.6676169_139.6504974_120.png,640,640,lawson,402,317,429,350
348,7-eleven_35.6362321_139.5885993_180.png,640,640,7_eleven,275,204,611,322
349,7-eleven_35.6362321_139.5885993_180.png,640,640,7_eleven,575,383,603,419
350,family mart_35.5733884_139.70585580000002_300.png,640,640,family_mart,544,262,638,304
351,7-eleven_35.66991429999999_139.6810832_300.png,640,640,7_eleven,377,196,639,296
352,lawson_35.577156_139.532492_240.png,640,640,lawson,1,243,155,312
353,family mart_35.6615107_139.70315019999998_180.png,640,640,family_mart,302,284,458,322
354,lawson_35.7451717_139.7655436_0.png,640,640,lawson,239,232,639,293
355,lawson_35.6084833_139.7176449_60.png,640,640,lawson,271,198,502,318
356,lawson_35.6084833_139.7176449_60.png,640,640,lawson,284,172,308,206
