,filename,width,height,class,xmin,ymin,xmax,ymax
833,family mart_35.6072304_139.7313897_240.png,640,640,family_mart,282,245,301,275
2178,v01_7eleven_3531918889999999_1395537608_180.png,640,640,7_eleven,449,325,468,348
721,family mart_35.5652092_139.7134868_120.png,640,640,family_mart,1,171,391,323
722,family mart_35.5652092_139.7134868_120.png,640,640,family_mart,340,290,375,318
422,family mart_35.444239399999994_139.64258600000002_240.png,640,640,family_mart,344,265,484,314
575,family mart_35.572199600000005_139.59664909999998_0.png,640,640,family_mart,114,286,139,326
576,family mart_35.572199600000005_139.59664909999998_0.png,640,640,family_mart,232,315,384,329
1238,7-eleven_35.6077898_139.7290794_0.png,640,640,7_eleven,223,231,511,321
1239,7-eleven_35.6077898_139.7290794_0.png,640,640,7_eleven,503,205,533,238
1400,7-eleven_35.6026008_139.6288903_300.png,640,640,7_eleven,549,329,604,375
2313,v01_7eleven_35393678_13960392099999999_60.png,640,640,7_eleven,476,306,492,325
887,family mart_35.669369700000004_139.81663480000003_60.png,640,640,family_mart,306,219,639,314
2045,family mart_35.5126795_139.4221129_300.png,640,640,family_mart,2,234,255,315
2046,family mart_35.5126795_139.4221129_300.png,640,640,family_mart,44,260,178,305
1097,family mart_35.6822317_139.57366059999998_120.png,640,640,family_mart,1,213,121,302
821,family mart_35.6536544_139.90297019999997_240.png,640,640,family_mart,2,257,191,326
822,family mart_35.6536544_139.90297019999997_240.png,640,640,family_mart,25,274,96,305
823,family mart_35.6536544_139.90297019999997_240.png,640,640,family_mart,290,241,312,271
2151,family mart_35.5540352_139.7396558_60.png,640,640,family_mart,102,109,427,313
2152,family mart_35.5540352_139.7396558_60.png,640,640,family_mart,400,70,433,118
2207,v01_7eleven_3533635470000001_1396132121_300.png,640,640,7_eleven,206,262,240,301
2208,v01_7eleven_3533635470000001_1396132121_300.png,640,640,7_eleven,396,239,421,263
2209,v01_7eleven_3533635470000001_1396132121_300.png,640,640,7_eleven,256,298,313,315
2456,v01_7eleven_354379668_1396234117_240.png,640,640,7_eleven,6,278,319,335
2457,v01_7eleven_354379668_1396234117_240.png,640,640,7_eleven,181,285,208,320
2458,v01_7eleven_354379668_1396234117_240.png,640,640,7_eleven,303,313,317,330
2589,v01_7eleven_35507814_1394085145_300.png,640,640,7_eleven,2,221,34,273
2362,v01_7eleven_355006305_13965709630000003_180.png,640,640,7_eleven,323,317,470,336
2363,v01_7eleven_355006305_13965709630000003_180.png,640,640,7_eleven,421,321,436,336
2423,v01_7eleven_3539249_139385302_180.png,640,640,7_eleven,446,294,465,317
2424,v01_7eleven_3539249_139385302_180.png,640,640,7_eleven,190,292,260,315
2659,v01_7eleven_353775174_13992757959999997_120.png,640,640,7_eleven,435,189,576,272
2569,v01_7eleven_352747267_1396698225_180.png,640,640,7_eleven,425,277,640,323
2663,v01_7eleven_3555026229999999_1397471883_120.png,640,640,7_eleven,379,308,398,348
2664,v01_7eleven_3555026229999999_1397471883_120.png,640,640,7_eleven,383,127,639,295
511,family mart_35.5629306_139.6277255_180.png,640,640,family_mart,513,231,571,288
512,family mart_35.5629306_139.6277255_180.png,640,640,family_mart,574,255,637,296
513,family mart_35.5629306_139.6277255_180.png,640,640,family_mart,520,254,568,272
862,7-eleven_35.6065164_139.7432614_180.png,640,640,7_eleven,1,252,245,319
863,7-eleven_35.6065164_139.7432614_180.png,640,640,7_eleven,302,290,319,310
2470,v01_7eleven_35308939_139922753_120.png,640,640,7_eleven,41,215,75,248
2471,v01_7eleven_35308939_139922753_120.png,640,640,7_eleven,219,309,323,326
836,family mart_35.646634999999996_139.6712868_0.png,640,640,family_mart,1,190,485,312
837,family mart_35.646634999999996_139.6712868_0.png,640,640,family_mart,13,214,222,283
838,family mart_35.646634999999996_139.6712868_0.png,640,640,family_mart,82,315,113,452
1036,family mart_35.5629306_139.6277255_240.png,640,640,family_mart,302,264,639,321
1037,family mart_35.5629306_139.6277255_240.png,640,640,family_mart,278,265,303,305
1038,family mart_35.5629306_139.6277255_240.png,640,640,family_mart,505,276,590,302
263,family mart_35.6509055_139.5441006_120.png,640,640,family_mart,458,244,582,298
264,family mart_35.6509055_139.5441006_120.png,640,640,family_mart,307,243,459,322
265,family mart_35.6509055_139.5441006_120.png,640,640,family_mart,522,270,571,298
1986,7-eleven_35.6540323_139.7958112_60.png,640,640,7_eleven,1,279,471,324
2161,v01_7eleven_35422222600000005_1396649526_120.png,640,640,7_eleven,217,294,348,333
2162,v01_7eleven_35422222600000005_1396649526_120.png,640,640,7_eleven,315,188,335,218
1818,family mart_35.6204528_139.7396581_120.png,640,640,family_mart,289,287,345,324
1819,family mart_35.6204528_139.7396581_120.png,640,640,family_mart,314,111,346,164
2572,v01_7eleven_354544983_1396197201_60.png,640,640,7_eleven,250,304,383,321
2573,v01_7eleven_354544983_1396197201_60.png,640,640,7_eleven,342,306,354,322
1974,family mart_35.5405126_139.4468196_300.png,640,640,family_mart,461,248,503,295
13,family mart_35.629286_139.7126956_240.png,640,640,family_mart,16,262,473,307
14,family mart_35.629286_139.7126956_240.png,640,640,family_mart,14,1,85,109
891,7-eleven_35.682216_139.701778_300.png,640,640,7_eleven,167,281,347,328
2366,v01_7eleven_353934315_1393026874_300.png,640,640,7_eleven,238,307,395,326
1208,family mart_35.6138734_139.691633_180.png,640,640,family_mart,159,304,400,325
28,7-eleven_35.65584940000001_139.7007_120.png,640,640,7_eleven,1,224,228,329
2203,v01_7eleven_35308939_139922753_60.png,640,640,7_eleven,432,293,638,325
2204,v01_7eleven_35308939_139922753_60.png,640,640,7_eleven,327,270,340,289
331,family mart_35.7061449_139.64765369999998_240.png,640,640,family_mart,2,166,436,319
332,family mart_35.7061449_139.64765369999998_240.png,640,640,family_mart,273,259,362,300
333,family mart_35.7061449_139.64765369999998_240.png,640,640,family_mart,363,130,405,203
2390,v01_7eleven_35402376000000004_139484322_60.png,640,640,7_eleven,205,294,356,321
995,family mart_35.6115819_140.1197736_300.png,640,640,family_mart,587,264,639,305
2590,v01_7eleven_355648271_1397177357_240.png,640,640,7_eleven,345,163,639,300
2591,v01_7eleven_355648271_1397177357_240.png,640,640,7_eleven,296,206,328,248
1918,family mart_35.64908320000001_139.4465074_120.png,640,640,family_mart,2,267,272,324
1919,family mart_35.64908320000001_139.4465074_120.png,640,640,family_mart,1,281,99,306
2130,7-eleven_35.6012091_139.7396172_180.png,640,640,7_eleven,309,98,639,283
1424,7-eleven_35.6407256_139.5984505_180.png,640,640,7_eleven,221,258,373,296
1425,7-eleven_35.6407256_139.5984505_180.png,640,640,7_eleven,382,271,464,303
745,family mart_35.64899929999999_139.6235634_0.png,640,640,family_mart,488,95,546,157
746,family mart_35.64899929999999_139.6235634_0.png,640,640,family_mart,545,241,635,299
747,family mart_35.64899929999999_139.6235634_0.png,640,640,family_mart,577,314,632,424
468,7-eleven_35.5699778_139.5533055_180.png,640,640,7_eleven,310,203,335,238
469,7-eleven_35.5699778_139.5533055_180.png,640,640,7_eleven,267,272,349,297
470,7-eleven_35.5699778_139.5533055_180.png,640,640,7_eleven,303,312,330,343
92,7-eleven_35.6037066_139.7067003_120.png,640,640,7_eleven,1,243,68,303
93,7-eleven_35.6037066_139.7067003_120.png,640,640,7_eleven,58,91,117,154
577,7-eleven_35.5971326_139.6682232_180.png,640,640,7_eleven,235,267,442,309
578,7-eleven_35.5971326_139.6682232_180.png,640,640,7_eleven,204,222,228,265
955,family mart_35.5349909_139.69479040000002_240.png,640,640,family_mart,374,128,637,274
956,family mart_35.5349909_139.69479040000002_240.png,640,640,family_mart,239,250,261,288
775,family mart_35.5963039_139.5188593_120.png,640,640,family_mart,461,261,638,319
2354,v01_7eleven_354750479_1396353464_0.png,640,640,7_eleven,275,268,639,325
2355,v01_7eleven_354750479_1396353464_0.png,640,640,7_eleven,345,300,358,319
2285,v01_7eleven_354544983_1396197201_0.png,640,640,7_eleven,478,281,639,316
2224,v01_7eleven_353129526_1395374574_180.png,640,640,7_eleven,186,288,411,316
2225,v01_7eleven_353129526_1395374574_180.png,640,640,7_eleven,335,293,354,314
2226,v01_7eleven_353129526_1395374574_180.png,640,640,7_eleven,423,188,459,260
915,family mart_35.47403970000001_139.62887690000002_60.png,640,640,family_mart,51,267,366,317
916,family mart_35.47403970000001_139.62887690000002_60.png,640,640,family_mart,349,339,361,357
2284,v01_7eleven_35382168_13995444730000003_300.png,640,640,7_eleven,41,227,98,282
720,family mart_35.57545770000001_139.55683390000002_0.png,640,640,family_mart,292,302,356,333
2153,family mart_35.56800339999999_139.6000113_0.png,640,640,family_mart,1,192,54,279
2581,v01_7eleven_35426623_1396661924_0.png,640,640,7_eleven,214,299,293,319
2582,v01_7eleven_35426623_1396661924_0.png,640,640,7_eleven,194,329,225,358
2583,v01_7eleven_35426623_1396661924_0.png,640,640,7_eleven,390,303,466,327
2584,v01_7eleven_35426623_1396661924_0.png,640,640,7_eleven,423,303,437,322
2316,v01_7eleven_353098132_1398269602_120.png,640,640,7_eleven,2,294,71,324
2317,v01_7eleven_353098132_1398269602_120.png,640,640,7_eleven,117,325,133,344
2137,family mart_35.5276336_139.70182549999998_0.png,640,640,family_mart,237,269,254,309
2138,family mart_35.5276336_139.70182549999998_0.png,640,640,family_mart,199,294,329,333
1402,family mart_35.6700722_139.8619539_180.png,640,640,family_mart,2,236,363,327
1403,family mart_35.6700722_139.8619539_180.png,640,640,family_mart,309,305,342,321
1404,family mart_35.6700722_139.8619539_180.png,640,640,family_mart,382,263,412,298
2642,v01_7eleven_35501344_13968857_300.png,640,640,7_eleven,340,283,419,310
2563,v01_7eleven_355002732_1394071812_180.png,640,640,7_eleven,161,209,638,323
2564,v01_7eleven_355002732_1394071812_180.png,640,640,7_eleven,190,292,203,316
2592,v01_7eleven_354588697_1396072656_300.png,640,640,7_eleven,105,288,348,312
2593,v01_7eleven_354588697_1396072656_300.png,640,640,7_eleven,276,296,292,312
728,family mart_35.56090220000001_139.5940929_60.png,640,640,family_mart,1,253,51,298
1564,7-eleven_35.601498_139.585968_60.png,640,640,7_eleven,1,233,336,323
618,family mart_35.5681078_139.70420369999997_120.png,640,640,family_mart,12,245,418,326
619,family mart_35.5681078_139.70420369999997_120.png,640,640,family_mart,416,236,433,268
729,family mart_35.648617200000004_139.7500034_60.png,640,640,family_mart,211,222,546,312
730,family mart_35.648617200000004_139.7500034_60.png,640,640,family_mart,313,269,377,302
2133,family mart_35.68157479999999_139.7034533_240.png,640,640,family_mart,313,288,533,321
2134,family mart_35.68157479999999_139.7034533_240.png,640,640,family_mart,468,305,513,324
2135,family mart_35.68157479999999_139.7034533_240.png,640,640,family_mart,537,356,562,388
2141,family mart_35.6525479_139.6377784_300.png,640,640,family_mart,2,252,337,317
2142,family mart_35.6525479_139.6377784_300.png,640,640,family_mart,146,275,249,310
2143,family mart_35.6525479_139.6377784_300.png,640,640,family_mart,323,132,347,188
1842,family mart_35.698196100000004_139.6550113_120.png,640,640,family_mart,3,277,297,328
2512,v01_7eleven_354750479_1396353464_60.png,640,640,7_eleven,1,276,362,324
2513,v01_7eleven_354750479_1396353464_60.png,640,640,7_eleven,87,281,111,308
1146,family mart_35.6791466_139.7868891_180.png,640,640,family_mart,244,204,285,260
1223,family mart_35.6525825_139.6361886_0.png,640,640,family_mart,296,220,531,303
1224,family mart_35.6525825_139.6361886_0.png,640,640,family_mart,325,262,406,297
1225,family mart_35.6525825_139.6361886_0.png,640,640,family_mart,352,324,374,394
2399,v01_7eleven_35506080499999996_139497976_180.png,640,640,7_eleven,246,267,639,329
2400,v01_7eleven_35506080499999996_139497976_180.png,640,640,7_eleven,416,290,445,326
2401,v01_7eleven_35506080499999996_139497976_180.png,640,640,7_eleven,342,376,357,398
561,family mart_35.5627481_139.74334009999998_0.png,640,640,family_mart,164,305,347,319
562,family mart_35.5627481_139.74334009999998_0.png,640,640,family_mart,418,138,465,252
91,family mart_35.5655366_139.5772976_240.png,640,640,family_mart,359,274,523,322
1002,family mart_35.626726500000004_139.7351247_240.png,640,640,family_mart,2,127,312,302
324,family mart_35.63223869999999_139.578324_120.png,640,640,family_mart,2,82,240,310
1844,family mart_35.5432439_139.444046_240.png,640,640,family_mart,67,296,261,320
1423,7-eleven_35.6288852_139.6878916_240.png,640,640,7_eleven,1,145,308,302
1045,family mart_35.6219134_139.7402596_0.png,640,640,family_mart,263,218,504,324
1046,family mart_35.6219134_139.7402596_0.png,640,640,family_mart,331,269,389,307
2441,v01_7eleven_353074346_1399473063_0.png,640,640,7_eleven,243,267,273,331
2442,v01_7eleven_353074346_1399473063_0.png,640,640,7_eleven,135,306,234,322
1554,family mart_35.647684399999996_139.7476642_240.png,640,640,family_mart,1,206,313,330
1555,family mart_35.647684399999996_139.7476642_240.png,640,640,family_mart,301,217,320,250
637,family mart_35.5371152_139.6742102_240.png,640,640,family_mart,200,286,220,317
638,family mart_35.5371152_139.6742102_240.png,640,640,family_mart,220,305,450,329
268,family mart_35.5405126_139.4468196_0.png,640,640,family_mart,245,274,273,302
1926,family mart_35.6529157_139.7344351_120.png,640,640,family_mart,2,213,479,309
1927,family mart_35.6529157_139.7344351_120.png,640,640,family_mart,358,269,427,297
1928,family mart_35.6529157_139.7344351_120.png,640,640,family_mart,478,239,506,272
1444,family mart_35.6029119_139.6650629_300.png,640,640,family_mart,439,168,490,241
1445,family mart_35.6029119_139.6650629_300.png,640,640,family_mart,135,298,351,324
1446,family mart_35.6029119_139.6650629_300.png,640,640,family_mart,473,351,497,388
580,family mart_35.6090173_139.66282890000002_240.png,640,640,family_mart,1,50,314,271
581,family mart_35.6090173_139.66282890000002_240.png,640,640,family_mart,298,48,344,165
972,family mart_35.693057_139.702425_180.png,640,640,family_mart,6,108,243,283
973,family mart_35.693057_139.702425_180.png,640,640,family_mart,97,188,221,271
698,family mart_35.6407564_139.5996428_120.png,640,640,family_mart,269,274,413,328
699,family mart_35.6407564_139.5996428_120.png,640,640,family_mart,311,293,364,319
986,family mart_35.6091834_139.7042067_300.png,640,640,family_mart,348,358,374,408
987,family mart_35.6091834_139.7042067_300.png,640,640,family_mart,369,199,639,308
2491,v01_7eleven_3530204129999999_1395587325_120.png,640,640,7_eleven,1,231,115,298
1233,7-eleven_35.6554984_139.7350159_60.png,640,640,7_eleven,351,263,639,319
250,family mart_35.57545770000001_139.55683390000002_60.png,640,640,family_mart,23,277,103,314
2619,v01_7eleven_354975359_1393149539_60.png,640,640,7_eleven,102,152,144,206
2620,v01_7eleven_354975359_1393149539_60.png,640,640,7_eleven,188,290,476,319
2621,v01_7eleven_354975359_1393149539_60.png,640,640,7_eleven,274,294,292,315
148,family mart_35.5210393_139.5573158_180.png,640,640,family_mart,364,295,412,317
149,family mart_35.5210393_139.5573158_180.png,640,640,family_mart,383,280,397,300
150,family mart_35.5210393_139.5573158_180.png,640,640,family_mart,582,338,602,358
